name,ProductDescription,id
"DON COLEMAN ADVERTISING, INC",FULL SERVICE ADVERTISING AGENCY,13767
"Dorle Controls, LLC","We are automotive Engineering Services Company
 - Advanced PowerTrain and Vehicle Simulation
 - Controls Software Development
 - Systems Engineering and Analysis
 - Vehicle Controllers hardware and Software",4420
Dorsay Creative,"We advise and modernize new and growing businesses to compete in today's rapidly changing digital marketplace. We're experts in digital marketing. Our services are complementary to building the best package to help you achieve your goals. Clients are our priority, and the work we do is for you. Our services are Digital Marketing & Advertising, Website Design, Social Media Management, and Marketing/Advertising Consulting. We design, build, create and execute marketing, advertising, websites, and strategies for small to medium businesses. ",9725
"DOSHI ASSOCIATES, INC.","Master Planning, Architectural Design & Development-Civil, Structural, Mechanical & Electrical Engineering. Project Management for Industrial Research & Development.Energy Analysis, Exterior Design & Graphics",13780
Dot Scientific,"DOT Scientific, Inc. is a laboratory supply and equipment distribution company, offering a broad portfolio of products and services for molecular biology, cell culture, chemistry, cold storage and other general benchtop applications.  ",13613
"Douglass Learning and Technology Solutions, LLC","Douglass Learning and Technology Solutions is a software as a service solution that provides academia, and businesses with a talent pipeline framework that measures student work-based learning performance. The goal of Douglass Learning and Technology solutions software application is to provide students, academia, and businesses with data driven insight to support the development of an early talent pipeline (16-24 year olds) 

",13384
Drapery Service By Ernest LLC,"Installation of Drapery, Blinds, Shades, and Window Film (Commercial).",14195
DRAYTON GROUP,"Industrial Services, Facility Maintenance such as General or Specialized Cleaning of Dry Ice Cleaning, Cleaning of Common Areas & HVAC Systems.",13706
Dream Joy Consulting,I help small business owners organize their financial transactions by utilizing tools such as Quickbooks Online.  Quickbooks Online is an accounting software that allows me to work remotely to assist small business owners with their finances.  ,13597
"Dreamers Innovations, LLC",Stroller for kids ages 0-5 years of age.,13310
"DRS IT Solutions, Inc","DRS IT Solutions Inc is a Women Owned boutique IT Services and Management Consulting Company, headquartered in Novi, Michigan. We Provide services to businesses that help them make data driven business decisions by providing qualified staff. We also aid by undertaking projects pertaining to Data science,Data Engineering, Visualization & Analytics.,Mobile/Web App and Cloud application development including Augmental Reality . We provide expertise in emerging technologies like Big Data analytics, DevOps, AI, RPA, Cloud, IOT, Machine Learning, Cyber Security, Social & Mobile by providing qualified staff.

Our specialization lies in searching for niche technology and we have filled many difficult roles for our clients.

With an impeccable record of providing IT solutions since inception, DRS ITS has a solution for all your technology needs be it legacy, niche or mainstream & combines technology expertise, industry-specific knowledge and a flexible delivery model to provide solutions that fit you the best. We specialize in providing customized solutions in Applications Development, Applications Maintenance, ERP/Oracle Applications, Quality Assurance and Infrastructure Support services.

Shall successfully work to match our experience in the following market specializations:

Automobile.
Entertainment.
Insurance and Financial Services.
Distribution.
Education.
Manufacturing.
Transportation.
Retail.
Real Estate.
Technology.",13335
"DSG Staffing, LLC","Recruit temporary and direct hire permanent personnel for the automotive, janitorial, construction, hospitality, and healthcare industries.",14050
"DTI Enterprises, LLC.",Administrative Management and General Management Consulting Services,13261
"Duckett Brothers Distributing, Inc",WHOLESALE DISTRIBUTOR OF JANITORIAL AND INDUSTRIAL SUPPLIES,4069
Dumas Construction Services,"General Contracting, Construction Management, Structural Steel Fabrication and Erection, Promotional products.",4416
Duren Resources,"PRINTING SERVICES, MARKETING SERVICES,ADVERTISING SPECIALITY, Mailing and Fulfillment",13259
Dusty Ducts Inc.,"General Contracting; Service Contractor; Design, Build & Install; Specialty Trade Contractor; HVAC Mechanical; Air Handlers; Boilers; Canteen Cleaning; Duct Cleaning; Dryer Vent Cleaning; HVAC Restoration; Fiberglass Lined Ductwork; Kitchen Exhaust & Grease Hood Cleaning; Ventilation Cleaning; General Construction; Finished Carpentry Contractor; Electrical; Painting; Plumbing; Facility Support Services; Environmental Services; Janitorial Services; Building Cleaning Services",4423
DV Apple Logistics LLC,"We are a full service concrete business. we complete tear out's, flatwork and site work. We have 3 teams that we work with that can perform a variety of services.",13440
"E.R. Tool Company, Inc.","PRECISION MACHINING, GRINDING",3936
"EAGLE EXPRESS, INC.","We are a Specialized truckload Carrier utilizing 53' Step Deck Conestoga trailers. We haul machinery, robotics, aircraft engines, locomotive engines, industrial trucks and a variety of additional sensitive freight.",4040
